mz_time	JDC_20160102_LU.CT22_001	JDC_20160102_LU.CT23_001	JDC_20160102_LU.CT24_001	JDC_20160102_LU.CT48_001	JDC_20160102_LU.CT50_001	JDC_20160102_LU.CTH26_001	JDC_20160102_LU.CTH28_001	JDC_20160102_LU.CTH46_001	JDC_20160102_LU.CTH47_001	JDC_20160102_LU.CTH49_001
271.2321254_35.24575	919911.6653	884561.8648	963550.1842	2057256.048	2259008.154	351354.8658	634987.1707	1879041.932	807492.7317	4889794.604
271.915662_321.1845	1109951.216	816633.37	267919.4757	4174335.109	2303996.351	199617.237	3934284.709	2505108.171	2206678.871	3962087.071
271.9843856_46.0233	5332.914912	869597.2098	10169335.63	7060109.293	2394282.396	5425846.74	464844.1707	4212664.797	3476862.873	1272944.674
272.0197475_393.963	275062.9818	824867.1244	5262960.733	1753863.12	1434380.086	4472678.902	13794.40821	1994214.279	2967351.011	607184.8898
272.1483896_49.3389	1061474.251	934401.7769	1925600.158	3871380.262	3683883.723	2067515.821	1260485.087	4273909.188	4522510.899	3747408.905
272.1847802_214.3445	1615041.424	978669.1971	1571102.131	1072570.426	1821156.336	1820189.752	791668.2385	934234.0625	1155966.666	954233.4538
272.184796_131.502	1233095.243	1088020.776	1186569.947	2252262.528	1705181.87	2243155.169	1261242.842	3512163.204	2490551.756	1673989.222
272.2575261_118.759	1501174.349	1440566.017	1285842.009	1762534.443	1627462.037	1376991.206	1415240.557	1978813.638	1965831.099	2017310.389
273.0177026_171.561	240388.3179	12376669.62	2391213.965	17031376.39	9585596.172	5859070.342	5543708.804	9612094.949	25968263.72	10824388
273.0173161_122.763	1671975.625	4008832.916	671774.7606	4463287.336	2957400.286	4545673.37	2765159.078	5291495.309	7263132.161	4425467.582
273.0834223_127.6755	674427.5068	4251224.019	6650992.723	6352641.532	1656665.086	1695537.211	585867.1839	1638356.184	5187342.428	5103575.112
273.1324473_113.67	766582.6341	721377.233	1076725.195	1483458.778	1092708.058	882317.9489	755035.0168	1592989.055	1865147.576	1229587.984
273.1662797_150.43	551699.5035	858584.6088	1193297.332	886781.7186	1967009	1649113.839	831303.1397	5084413.484	4026096.307	1295825.921
274.0211281_171.205	11886.56294	454553.0948	15228.08515	802706.9555	678405.0752	62315.41901	133894.2063	392819.696	833950.4948	377374.3102
274.0912258_114.533	370143.5817	628355.8185	3442487.667	693452.1499	1044546.593	2345505.531	253295.3358	889970.349	1729845.202	709936.3771
274.084743_228.712	2047833.092	1415139.397	649623.4969	338794.5899	2148664.49	755278.0901	742519.4337	211229.2561	932256.833	490658.8943
274.1640488_115.9645	3778591.782	3700212.433	4155011.752	6228453.384	5772323.92	3633447.642	4032846.746	5770592.576	7512391.458	5316398.216
274.1640351_48.86985	3183379.121	2282400.152	4244642.079	6719349.568	8477440.273	3867940.403	3021940.987	9430585.658	11044261.27	9260111.933
274.1640605_87.634	2577350.038	2123898.291	2173604.364	4963054.983	869564.7739	2655076.112	2593667.535	6027497.535	13109947.4	11339075.09
274.1640354_158.0755	5518030.99	4178904.798	1576453.057	4518545.979	3349720.568	3810352.144	4548941.986	535742.3843	604660.4869	6744949.62
274.1826512_118.763	1872253.338	1242805.182	1307672.725	3046151.106	2818291.634	871067.0547	1829851.467	2920122.879	1464348.271	1958851.867
274.2003975_204.616	1964343.307	1368570.84	1133640.141	1072463.479	1316240.7	1223941.235	1524869.804	1106957.044	982077.5208	1158113.811
274.2004131_126.9435	2117578.918	1757369.26	2417067.039	2934862.026	2189968.015	1393352.526	1102344.054	2112676.274	2523839.634	1787606.383
274.6244388_271.6565	3356347.769	2305750.671	4887862.329	3706280.389	6539110.578	4079856.82	14240364.01	12747782.84	5180020.69	14140632.03
274.8724301_231.591	3150018.948	9515757.103	14608114.03	23547356.49	12045534.2	14153661.08	1590831.616	11113290.54	13243881.44	18589504.03
275.0134846_171.307	21666.75437	1004116.335	16696.01321	1747376.087	752486.6892	144340.7884	350580.4933	1002727.689	2279044.242	932112.5719
275.1219985_198.573	1283743.437	1035992.751	607460.94	2564520.214	1074540.917	1124716.004	1371744.94	1659251.105	842126.9113	2475595.867
275.126204_272.275	772718.3052	439703.9935	995215.7787	1224701.284	1559150.596	800487.9162	3544007.229	2947816.954	567467.1048	3245754.039
275.1860067_118.071	259417.6427	370792.7297	425052.7962	1627581.585	2650295.773	387610.8692	264611.9565	2389377.851	3997572.937	2791202.227
275.5664696_299.3	39934.43924	656530.4328	9290713.792	164044.4408	967423.2801	7217591.306	7694.349164	1526728.34	2148035.81	151450.2552
275.6238887_197.9785	404226.1299	380059.409	22142.80718	918659.7526	389051.5244	194107.7755	416712.3198	602516.2825	145663.0634	1005978.106
275.6323933_270.118	1603991.006	1844331.663	1521988.092	2459661.121	2017093.281	1298123.011	2698834.202	1754858.019	882802.0093	2166975.636
275.8880168_578.894	2100913.05	1112021.24	1577416.813	1187420.655	1430511.862	2650231.974	2573960.308	3450584.648	2901310.927	836083.6835
275.8880264_536.084	758963.5466	1308131.012	2073931.525	936171.9073	1871633.848	1366680.59	801216.0306	766724.5551	915820.754	2554824.341
276.1182188_262.824	1999895.478	3910786.347	27406273.14	5645941.571	5745893.407	31347765.84	873941.1911	6756432.022	7050186.941	2645638.71
276.1433959_48.5242	1215110.692	1022707.149	1965863.337	4513814.544	3632632.829	2273690.598	1144644.658	3706852.635	4579358.499	3883907.489
276.1546517_314.787	66762.61102	228069.659	2272583.735	169777.5529	159196.9742	6942760.601	1157371.601	4501683.096	8203723.067	2191408.322
276.8706382_231.193	413181.6671	1647737.179	2844613.909	2482647.256	2936426.517	2327904.164	584302.5034	1703565.051	3498811.918	3202899.61
276.9859674_110.397	1423715.047	951248.0264	565136.1245	1581311.525	1822490.362	593132.97	631627.3699	1087169.711	3128146.78	1296665.128
277.0827488_342.703	865026.2817	3255447.948	9791617.639	7110313.955	4462941.543	4620865.463	237558.0814	2873618.068	1805572.366	2621626.819
277.0828928_241.596	1017424.096	1039574.566	814632.9599	1806604.301	1540631.044	1391446.351	848235.3719	1434428.817	1889632.321	1518230.474
277.1039242_174.809	1976684.048	1526552.84	1721985.427	9894605.537	4470250.569	911426.6148	1728256.961	5005056.15	6039328.449	2975624.566
277.1402279_176.047	2957258.587	1468185.057	348586.1297	10357259.69	5492886.221	635551.4479	5457721.603	7721134.684	5339796.474	5946025.866
277.1764826_180.234	1291150.974	1684714.946	168914.9257	2578643.328	2275707.962	207628.9385	2495614.317	5089659.152	2296002.681	2922029.817
277.1765257_154.244	500041.5268	1909857.382	730562.035	2254479.296	5347071.745	724618.5819	538096.4525	3083791.614	3952577.047	922064.3458
277.2154143_35.2624	369985.2861	482102.0412	221438.3564	664430.7423	727927.378	386468.5534	723818.7497	782998.277	1199410.618	584830.3336
277.5844715_342.686	133799.08	346249.1115	1580307.422	1217341.95	630524.0066	940490.9827	0	361027.0394	289567.2967	449865.3869
277.9173682_174.844	975010.4921	520387.175	2030372.746	327796.1605	441906.5724	2226853.548	215259.3504	365706.0566	651962.1302	282850.1841
277.9744615_295.602	6120077.395	1219089.974	1355794.354	542261.8122	792798.2854	2165419.751	299459.9979	588300.6235	2168442.241	763662.846
277.9954141_171.4565	2313140.682	1692038.929	751778.3381	1996082.477	1437582.306	2366831.544	1575535.522	1337610.735	3043878.766	2694004.966
277.9979598_291.997	222526.4279	246984.1269	622136.3799	481474.9027	521128.9335	520659.1897	195847.9399	577190.852	1265792.777	817669.6897
278.5717192_298.323	30849.18391	902968.6543	18191578.66	193702.5528	937014.3311	8475736.382	12490.70876	3427938.417	6377074.296	236319.1435
278.6088695_193.34	737967.6379	654814.6145	241913.4317	728059.1821	1877626.583	310990.2373	447754.4634	1474142.427	455513.9049	1903583.916
279.0354433_114.401	637539.9467	622513.8736	6627991.753	2068822.536	6894408.232	6122956.735	84079.49321	1002294.035	2599111.399	700030.8436
279.0354584_42.8845	70368.76481	150720.4514	466012.9509	896241.6018	1678137.844	426143.4995	12183.62356	388745.24	899286.4776	690044.9822
279.0984971_241.324	5673973.216	5574501.332	5025799.732	4028281.722	10528794.14	4513517.196	9590462.716	11551761.68	8600412.448	9405553.611
279.1094495_136.4	1581711.633	3069331.958	698475.4421	2005636.159	1421516.517	1545148.941	3517878.918	1121701.902	6720870.444	8865654.604
279.0985302_201.441	4195502.938	2448011.239	5726555.903	6977029.781	10824920.87	6011307.722	6129057.703	6985931.003	13680978.46	3703632.053
279.119439_46.9323	827139.6673	802193.411	1659418.116	2541831.815	4303517.614	1136659.424	908869.3038	3907441.127	1877455.61	4134471.19
279.1194909_173.1715	6532310.814	8185796.005	2337075.619	10902634.17	9817339.072	4432774.007	7583825.766	7976054.67	11214969.17	12882388.81
279.1349095_241.332	942457.6409	446151.3665	2456739.039	4031737.018	1385833.254	2275377.797	2955103.032	801890.3993	4599278.333	2211123.525
279.1348877_201.503	5167391.943	3938064.307	2480200.757	2107656.725	3467662.261	2387751.575	4555798.142	4978248.975	3177442.801	6001740.645
279.158377_34.4145	2078305.844	1902473.684	1456397.103	4125509.778	5402397.651	2137899.996	1616004.78	4306040.596	5211622.78	4879562.524
279.1694197_120.963	5853688.324	11434114.04	16134492.07	25840730.56	18425989.05	23063309.75	9317558.929	11765755.35	9725487.979	24364026.41
279.1556409_167.406	1999398.435	4651884.601	2416274.1	5656522.042	4313100.907	1632364.686	3694526.855	6008455.38	4551562.498	3340347.366
279.2310307_34.9503	1156069.118	1382610.393	712497.0673	1753469.353	2129258.888	1263759.477	2641275.819	2168917.482	3617833.106	2534292.497
279.9378429_234.58	20553.93408	220941.0481	1137737.231	444438.8275	518531.7459	1890805.414	73634.90542	574353.9579	969199.5343	831473.1826
280.0505712_208.082	143872.5482	432841.1152	765640.3059	569970.32	818455.0657	2332895.911	567870.6237	1033517.926	1094179.93	1171341.742
280.0912315_343.405	1598740.212	8693535.591	29514492.15	30788381.95	15860374.31	6407283.263	1592495.973	14576187.7	11156258.7	10496087.64
280.1283756_214.992	361656.3673	581662.8573	584812.9405	393040.8294	401446.386	721153.1132	372876.4671	571978.2308	432215.4789	551083.8871
280.1228621_175.539	18148.15302	522557.4292	18687.26397	1175693.595	1243569.297	161525.6719	715878.7717	1396673.993	1774584.254	603749.0761
280.1616637_34.0508	259651.9192	214470.0467	184007.056	396861.1454	658256.9594	238779.0246	203636.2398	586770.1857	596965.3725	648112.2187
280.172816_119.857	1350421.014	2828688.631	3757083.224	3799308.184	3638456.922	3397095.697	2086707.854	4138070.331	3493264.858	3314844.08
280.2626585_119.622	1689177.772	2094927.193	2638134.306	5269408.787	2847100.2	4055875.506	5299548.912	10361397.25	3074387.431	12547482.3
280.2626727_40.4951	656326.2595	508325.8997	413138.0674	2059594.137	1508686.684	1237387.624	391277.445	1521869.083	2396713.291	1520337.831
281.0777679_202.397	2214104.854	2347834.375	4445828.893	3219439.494	6722461.532	2850006.358	2800974.215	4081295.246	4653346.113	3307143.737
281.0777472_241.023	3065927.131	2983848.754	3204675.926	6273933.998	4340729.604	4764924.809	3598506.509	2559348.813	5508719.397	6411778.775
281.0944961_343.142	297053.337	1021590.077	2380219.282	2444622.217	1926438.845	899340.4949	218890.2393	1359754.346	646134.1192	1056296.868
281.0987034_166.4375	1382923.531	4137837.94	1084825.381	3448308.594	2810708.361	1092091.961	2251615.49	6624955.971	5165309.127	2413735.175
281.0986558_116.194	2247587.244	484049.7595	938340.5118	3826931.221	4180041.465	1388277.812	2036411.611	4321837.353	5516878.789	2325793.53
281.1141632_201.708	2054695.348	2724907.538	1816497.181	1926411.401	2270118.7	2161102.165	2217883.105	1128218.149	3093510.046	4243590.895
281.1141258_239.325	1051714.9	4011996.442	3434597.079	5276091.66	3994319.563	4352569.218	3044844.01	4597246.229	5038018.936	3009022.008
281.1350069_165.366	463424.0723	4717120.077	1412049.403	4519060.74	8859488.688	1696311.882	4516662.85	5041564.299	4729766.244	3810232.207
281.1349216_115.918	1227685.759	1813561.041	6847195.447	3097927.871	5148399.888	2200898.026	3188123.584	4428827.18	5758210.563	3030343.066
281.148759_122.381	1096118.816	3466247.926	7577045.997	4581980.469	3806727.834	9795405.259	1781465.906	7734387.745	5315501.095	4060469.619
281.2102843_114.523	1467186.411	1221017.464	1118502.579	2315278.443	1525228.231	1287952.932	1445613.49	1604065.755	2777311.172	2169178.182
281.2103152_136.126	1849186.135	1933054.314	1679217.103	2650632.978	3377780.523	865595.7187	2485527.545	1943600.3	1297202.44	3338959.071
281.2466716_35.2448	787835.7874	931034.4608	577263.7438	1916497.795	2542699.785	1194859.444	1279842.77	2220166.196	2070013.813	2567234.302
281.246708_134.9305	2052039.33	1300139.256	1741725.967	2183530.531	1756029.545	770137.8085	2375453.285	1427077.996	1042092.049	2634576.011
281.992861_221.5	1227830.078	2040521.733	10828100.18	1007034.253	2467031.536	20846322.73	417381.7988	3194353.514	4084721.076	638753.411
282.0124479_113.898	2550555.393	885088.2066	3228080.379	1923633.75	2972405.58	3302539.949	1982785.056	3630467.723	4858002.896	2260188.959
282.0358078_110.4045	4694913.049	2435941.453	1862919.366	5505070.227	7073914.239	2547357.708	2243146.624	4256133.238	8955254.468	4824376.979
282.0414768_49.4056	348923.6532	308321.7626	926919.5974	1214284.352	1239623.841	840963.0694	359497.1398	1412296.791	1653772.04	1272020.029
282.0478524_216.5425	956056.3653	1005279.151	1453173.37	1801687.514	1452574.409	3272979.183	937038.975	1649259.262	5471372.466	2331037.002
282.1175385_273.986	478495.0949	446941.7107	2751761.928	890335.0646	907011.7183	1765581.228	2320873.218	847671.6849	1020940.906	801513.9831
282.129924_274.69	494685.5982	505716.1522	1025632.428	1265417.291	903035.3831	2467391.798	2574921.107	1313274.104	492491.007	2221948.276
282.2782727_119.3385	4603843.554	6937454.822	6228619.597	10099246.22	6375027.837	8326806.977	21320427.45	26916669.96	20009666.33	33342294.92
282.2782906_39.9369	2537051.269	1290070.841	1668848.256	7812595.371	8109222.865	4403553.804	2495263.882	7286759.23	9330771.986	9862319.33
283.0021069_207.381	2092560.74	1137861.918	24391.42853	804292.3584	1155782.875	464092.7684	655264.9096	702907.6296	1033439.657	786000.1082
283.044649_291.889	177428.3373	1748065.411	17572761.07	2040826.487	2532926.081	22331677.34	822138.5544	5913228.679	16762525.73	3844948.225
283.0933911_202.221	1182806.574	2360550.256	6266310.527	3228210.484	5432981.268	3224378.239	2183045.083	3497826.999	4662660.081	3953817.647
283.0933826_241.596	2668292.006	3720397.146	2388748.247	5291636.89	4695117.914	4887142.04	2667831.999	2329955.519	7234752.851	3098590.814
283.1142778_166.846	837527.3551	2813542.072	941083.8108	1536558.101	1471962.496	841032.0907	1564322.867	2449451.83	4281833.212	1876777.951
283.1169357_41.2665	218348.9937	249984.4122	189767.9935	750954.0407	765923.0517	303786.5074	253325.657	695660.6221	610848.7018	877783.2561
283.1141902_142.658	566588.2713	639000.746	1397765.106	1156457.576	1786293.992	813047.2317	1355291.1	3062196.179	3808279.938	1403358.695
283.1142871_114.6585	1288618.126	1336863.87	770529.8507	2750036.261	3796814.004	1147245.746	745639.553	2746114.534	3411050.309	1746556.802
283.153219_114.893	2525493.872	2047125.21	2643107.114	2978417.636	1814884.787	1331749.501	1512204.157	2530222.076	3221355.796	3650160.916
283.1531652_134.561	2881346.484	3739856.728	1274148.127	6532103.531	2951792.757	1406057.939	4175393.233	2420284.731	1918020.331	5602719.795
283.153177_47.5194	1436660.497	1357504.131	1653233.401	3552288.956	4272389.246	2169988.762	1312038.244	3927092.661	3459039.416	2620571.041
283.1741796_127.9025	1741320.068	1081706.093	4420170.913	1344333.564	2053683.156	1769513.713	1470655.778	1809383.826	1085683.978	2419250.316
283.1895418_114.759	2512258.222	1962128.904	1559033.193	3599544.824	3186448.06	1071666.689	2441275.603	1195016.448	3813681.512	3967276.781
283.1895573_135.6975	3246610.021	3128833.621	3205949.401	4242389.751	5095218.098	2269726.953	3813561.552	2876221.583	1991432.054	5199949.42
283.2259882_136.1685	2695111.572	1960485.928	5798674.425	2781011.324	2100775.409	751771.8812	2111308.973	2903528.293	1745341.083	3338227.85
283.2623122_34.94915	815219.3409	865110.2537	654712.5432	1889180.467	2210527.195	1000546.059	713745.9277	1878777.285	2105804.819	2041413.877
283.2816232_39.7722	446458.1347	284454.83	313281.3431	1308434.267	1658056.206	737763.4615	360274.0244	1058600.788	1573082.006	1344165.869
283.2816291_119.3125	906530.2735	1171525.287	513020.7569	1721081.842	1031022.81	2211898.199	3855909.699	4648565.118	3520344.653	6049458.867
283.9511194_221.218	152588.3169	459003.6896	4990544.446	500437.9902	729857.3296	4185848.81	86686.51572	615118.7452	1466769.782	244321.502
283.9972441_350.13	288681.1966	903093.6626	1777882.648	1869917.468	1215020.348	865076.2862	117036.4063	1743824.074	1480079.913	950565.8918
284.0712145_342.855	200009.8157	632955.6668	1744381.018	1543249.39	1189515.226	729136.9452	118933.4014	520648.0369	328963.4342	540016.2801
284.0981139_148.975	10194400.82	17181579.34	6305644.087	25756487.04	16761438.14	12204849.19	14731418.74	11421515.1	11155768.35	20598473.5
284.205886_108.4665	653493.328	718607.0372	1007701.901	2000549.922	601024.4121	481473.5573	470831.485	1367516.189	715331.6062	906922.4788
284.2939327_40.0375	528315.8392	348626.1956	273429.2982	1033600.075	1897941.186	787652.2228	377844.8954	774308.0444	1983468.19	1548543.99
284.2939424_119.0355	1533324.397	2686255.885	2736424.871	2789923.162	6439054.036	2052983.122	2778818.993	3730522.659	3758957.183	4273252.157
284.3302843_119.36	3194882.223	3434256.679	2956904.573	6349837.681	6623709.405	7019419.482	5625889.583	4832958.428	7980067.583	9446045.172
284.3303374_188.761	2025523.823	2032021.05	1891104.431	3268363.883	3280110.174	1162449.165	2082375.05	2756594.783	3340346.703	3226101.538
285.0128053_215.868	36072.46589	552913.8037	2626685.072	1432703.93	1362900.912	185211.085	33042.34216	747771.6726	959286.0917	368202.6791
285.0688728_342.985	2896528.947	6853690.366	30724355.33	17377471.31	16175142.59	13727543.2	344130.0912	7675925.307	4541969.84	8541843.738
285.1014074_148.843	996649.2467	1157234.773	569414.1281	3308720.814	1328826.61	1238630.68	1105724.396	1392985.215	1150423.53	1774327.135
